uid,gid,player,team,details,pstat,gstat
19813,4916,KH-2850,KC,Knee,Full,Available
19814,4916,LD-1000,KC,Lower Leg,,IR
19815,4916,MM-5350,KC,Concussion,DNP,Out
19816,4917,MG-1250,MIA,Achilles,,IR
19817,4917,LF-0025,MIA,Wrist,,IR
19818,4917,KS-2350,MIA,Groin,Limited,Questionable
19819,4917,RT-0150,MIA,Right Shoulder,Limited,Out
19820,4917,RQ-0200,MIA,Ankle,Full,Available
19821,4917,RJ-2000,MIA,Shoulder,Full,Available
19822,4917,XH-0100,MIA,Ankle,Full,Questionable
19823,4917,WH-0300,MIA,Knee - ACL,,IR
19824,4917,VT-0162,MIA,Foot,,IR
19825,4917,TS-3650,MIA,Elbow,Full,Available
19826,4917,TM-1750,MIA,Knee,Full,Available
19827,4917,TL-0400,MIA,Neck,Full,Available
19828,4917,JB-5150,MIA,Calf,,IR
19829,4917,FG-0200,MIA,Not Injury Related,Full,Available
19830,4917,KD-1462,MIA,Shoulder,Full,Available
19831,4917,JS-3500,MIA,Shoulder,,IR
19832,4917,JG-2950,MIA,Achilles,Full,Available
19833,4917,JD-0850,MIA,Elbow,Full,Available
19834,4917,AD-1175,MIA,Foot,Full,Questionable
19835,4917,AW-1650,MIA,Hip - Labrum,,IR
19836,4917,CH-1450,MIA,Calf,DNP,Out
19837,4917,CA-0550,MIA,Undisclosed,,IR
19838,4917,CT-0012,MIA,Knee,DNP,Out
19839,4917,DK-0600,MIA,Triceps,,IR
19840,4917,DM-2312,NYJ,Pectoral,,IR
19841,4917,AR-1100,NYJ,Back,DNP,Questionable
19842,4917,BP-1200,NYJ,Neck,,IR
19843,4917,BI-0100,NYJ,Shoulder,,IR
19844,4917,KB-0750,NYJ,Knee,Full,Available
19845,4917,JJ-1675,NYJ,Ankle,Full,Available
19846,4917,JM-1140,NYJ,Concussion,,IR
19847,4917,JC-1000,NYJ,Shoulder,Full,Available
19848,4917,FL-0300,NYJ,Neck,Limited,Questionable
19849,4917,NS-0725,NYJ,Concussion,DNP,Out
19850,4917,QE-0100,NYJ,Ankle,Limited,Questionable
19851,4917,RA-1125,NYJ,Ankle,Limited,Questionable
19852,4917,KP-0650,NYJ,Foot,DNP,Doubtful
19853,4917,MC-1350,NYJ,Shoulder,Full,Available
19854,4917,MM-1725,NYJ,Thumb,Full,Available
19855,4917,TJ-2250,NYJ,Quadricep,Limited,Doubtful
19856,4917,TC-0325,NYJ,Finger,Full,Available
19857,4917,SM-2200,NYJ,Ankle,Limited,Questionable
19858,4917,SL-0925,NYJ,Knee,Full,Available
19859,4918,NB-0125,DET,Knee - ACL,,IR
19860,4918,TR-0370,DET,Knee,Full,Available
19861,4918,TL-0300,DET,Hip,Limited,Questionable
19862,4918,TD-0950,DET,Back,Full,Available
19863,4918,SL-0937,DET,Knee,,IR
19864,4918,JR-1450,DET,Toe,Limited,Doubtful
19865,4918,JA-0425,DET,Knee,,IR
19866,4918,DS-2250,DET,Knee,Limited,Questionable
19867,4918,EA-0550,DET,Shoulder,Limited,Questionable
19868,4918,CJ-2175,DET,Knee,Full,Available
19869,4918,DC-3550,MIN,Hamstring,Limited,Questionable
19870,4918,CL-0237,MIN,Lower Leg,,IR
19871,4918,AC-2212,MIN,Biceps,,IR
19872,4918,AA-0571,MIN,Knee,,IR
19873,4918,AB-0650,MIN,Hamstring,DNP,Out
19874,4918,AS-0600,MIN,Groin,Full,Questionable
19875,4918,JS-6068,MIN,Lower Leg,,IR
19876,4918,JP-4168,MIN,Knee,,IR
19877,4918,HM-0025,MIN,Knee - ACL,,IR
19878,4918,XR-0100,MIN,Foot,Limited,Questionable
19879,4918,TC-2350,MIN,Knee,DNP,Out
19880,4918,RR-0250,MIN,Foot,Limited,Questionable
19881,4918,SD-0537,MIN,Rib,DNP,Questionable
19882,4918,RT-0875,MIN,Hamstring,DNP,Out
19883,4918,NE-0225,MIN,Neck,,IR
19884,4918,LJ-1700,MIN,Ankle,Limited,Available
19885,4918,MH-3715,MIN,Knee - ACL,,IR
19886,4919,JH-2050,ATL,Hand,Full,Available
19887,4919,JB-3350,ATL,Back,Full,Available
19888,4919,DS-1450,ATL,Neck,Full,Available
19889,4919,DF-1875,ATL,Groin,,IR
19890,4919,DJ-2450,ATL,Foot,,IR
19891,4919,BF-1500,ATL,Ankle,,IR
19892,4919,AL-0700,ATL,Triceps,,IR
19893,4919,AM-0100,ATL,Back,Full,Available
19894,4919,KN-0125,ATL,Knee - ACL,,IR
19895,4919,MB-4600,ATL,Right Hamstring,DNP,Out
19896,4919,MS-0150,ATL,Hip,Limited,Available
19897,4919,RA-0650,ATL,Ankle,DNP,Out
19898,4919,RA-0675,ATL,Achilles,,IR
19899,4919,AK-0950,WAS,Quadriceps,,IR
19900,4919,AP-0700,WAS,Shoulder,Full,Available
19901,4919,BS-0950,WAS,Knee,Full,Available
19902,4919,BM-0337,WAS,Knee,,IR
19903,4919,DJ-0975,WAS,Forearm,Full,Available
19904,4919,DG-3200,WAS,Knee - ACL,,IR
19905,4919,CM-1500,WAS,Right Thumb,Full,Available
19906,4919,CS-1925,WAS,Ankle,,IR
19907,4919,CT-1220,WAS,Rib,DNP,Out
19908,4919,KB-1050,WAS,Shoulder,Limited,Questionable
19909,4919,JR-1150,WAS,Neck,Full,Available
19910,4919,JC-5680,WAS,Ankle,DNP,Out
19911,4919,TQ-0100,WAS,Ankle,,IR
19912,4919,ZB-0400,WAS,Oblique,Full,Available
19913,4919,TW-2800,WAS,Thumb,DNP,Out
19914,4919,SL-0300,WAS,Calf,Full,Available
19915,4919,TA-0812,WAS,Hamstring,,IR
19916,4919,TC-1212,WAS,Shoulder,,IR
19917,4919,QD-0400,WAS,Shin,Full,Available
19918,4919,PR-0150,WAS,Shoulder,Limited,Questionable
19919,4919,RA-1175,WAS,Knee,Limited,Questionable
19920,4919,RD-0450,WAS,Knee,,IR
19921,4919,RK-0150,WAS,Toe,,IR
19922,4919,MG-0262,WAS,Knee - ACL,,IR
19923,4919,MH-1015,WAS,Shoulder,Full,Available
19924,4919,MM-5450,WAS,Elbow,Full,Available
19925,4919,MN-0550,WAS,Neck,Limited,Questionable
19926,4920,DM-4070,DEN,Achilles,,IR
19927,4920,DH-1050,DEN,Knee,DNP,Out
19928,4920,BR-1050,DEN,Ankle,DNP,Out
19929,4920,BM-0330,DEN,Knee,DNP,Out
19930,4920,AJ-0375,DEN,Thigh,Limited,Available
19931,4920,AJ-1200,DEN,Not Injury Related,DNP,Available
19932,4920,DS-4300,DEN,Neck,DNP,Out
19933,4920,DP-0900,DEN,Elbow,Full,Available
19934,4920,IM-0125,DEN,Hip,Full,Available
19935,4920,JB-8575,DEN,Knee,,IR
19936,4920,JV-0300,DEN,Knee,Full,Available
19937,4920,JM-5850,DEN,Undisclosed,,IR
19938,4920,JC-1175,DEN,Hamstring,,IR
19939,4920,JG-0612,DEN,Knee - ACL,,IR
19940,4920,SR-0250,DEN,Ankle,Full,Available
19941,4920,TF-1500,DEN,Sports Hernia,,IR
19942,4920,VM-0300,DEN,Knee,Full,Available
19943,4920,RF-1400,DEN,Ankle,Limited,Questionable
19944,4920,RL-0350,DEN,Achilles,,IR
19945,4920,KJ-0650,HOU,Concussion,,IR
19946,4920,KW-0850,HOU,Quadriceps,,IR
19947,4920,RG-1870,HOU,Illness,Full,Available
19948,4920,PK-0050,HOU,Concussion,Full,Available
19949,4920,SW-2300,HOU,Hand,Limited,Available
19950,4920,SH-0650,HOU,Ankle,,IR
19951,4920,WF-0300,HOU,Knee - ACL,,IR
19952,4920,ZC-0300,HOU,Knee,DNP,Out
19953,4920,ZF-0300,HOU,Ankle,Limited,Available
19954,4920,JJ-5000,HOU,Ankle,Limited,Questionable
19955,4920,JK-0750,HOU,Undisclosed,,IR
19956,4920,JK-1025,HOU,Foot,Limited,Available
19957,4920,KC-2375,HOU,Hamstring,Limited,Questionable
19958,4920,JC-3350,HOU,Groin,Limited,Questionable
19959,4920,DW-1725,HOU,Chest,Full,Available
19960,4920,BP-0575,HOU,Ankle,Limited,Available
19961,4920,BS-0850,HOU,Groin,Full,Available
19962,4920,AC-2250,HOU,Ankle,Limited,Questionable
19963,4920,AH-0250,HOU,Shoulder,Limited,Questionable
19964,4920,DH-3950,HOU,Foot,Limited,Available
19965,4920,DC-2812,HOU,Wrist,,IR
19966,4921,CL-0225,LAC,Hip,DNP,Out
19967,4921,AS-0475,LAC,Ankle,,IR
19968,4921,AR-1107,LAC,Knee - ACL,,IR
19969,4921,JW-0950,LAC,Knee - ACL,,IR
19970,4921,JV-0425,LAC,Achilles,,IR
19971,4921,JB-4450,LAC,Foot,DNP,Out
19972,4921,ZC-0187,LAC,Undisclosed,,IR
19973,4921,KW-0896,LAC,Knee,DNP,Out
19974,4921,MG-1150,LAC,Hamstring,Full,Questionable
19975,4921,BM-1250,SEA,Knee,Limited,Questionable
19976,4921,CC-0750,SEA,Hip,Limited,Questionable
19977,4921,DB-4900,SEA,Knee,Limited,Available
19978,4921,DB-0500,SEA,Knee,Full,Available
19979,4921,DF-1250,SEA,Foot,Limited,Available
19980,4921,DJ-2950,SEA,Knee,Full,Available
19981,4921,JJ-4050,SEA,Ankle,,IR
19982,4921,JM-3475,SEA,Foot,,IR
19983,4921,JR-1025,SEA,Hip,Full,Available
19984,4921,JS-3125,SEA,Calf,DNP,Doubtful
19985,4921,EB-0575,SEA,Undisclosed,,IR
19986,4921,ET-0200,SEA,Lower Leg,,IR
19987,4921,SS-2750,SEA,Foot,DNP,Available
19988,4921,TM-3487,SEA,Knee,,IR
19989,4921,WD-0550,SEA,Kneecap,,IR
19990,4921,RG-1675,SEA,Ankle,Full,Available
19991,4921,NT-0150,SEA,Groin,DNP,Doubtful
19992,4921,RA-0653,SEA,Concussion,,IR
19993,4921,KW-2500,SEA,Knee,DNP,Questionable
19994,4922,MT-0887,LA,Hip,,IR
19995,4922,MF-1525,LA,Knee - ACL,,IR
19996,4922,KT-0475,LA,Undisclosed,,IR
19997,4922,KP-0450,LA,Knee,,IR
19998,4922,PC-0625,LA,Ankle,,IR
19999,4922,SS-1300,LA,Illness,DNP,Questionable
20000,4922,TY-0400,LA,Back,Full,Available
20001,4922,GS-1028,LA,Undisclosed,,IR
20002,4922,JS-7200,LA,Not Injury Related,Full,Available
20003,4922,AT-0100,LA,Ankle,,IR
20004,4922,AW-1100,LA,Not Injury Related,Full,Available
20005,4922,CK-1300,LA,Knee,Full,Available
20006,4922,DE-0050,LA,Knee,,IR
20007,4922,CM-2245,NO,Knee,Full,Available
20008,4922,AK-0050,NO,Illness,Full,Available
20009,4922,JL-1250,NO,Ankle,,IR
20010,4922,JB-5775,NO,Arm,,IR
20011,4922,TL-0825,NO,Knee,,IR
20012,4922,TA-0850,NO,Knee,Full,Available
20013,4922,TD-2450,NO,Arm,,IR
20014,4922,TG-0900,NO,Knee,,IR
20015,4922,PR-0400,NO,Ankle,,IR
20016,4922,MT-0875,NO,Shoulder,Full,Available
20017,4922,MD-0131,NO,Toe,DNP,Out
20018,4922,MH-3300,NO,Neck,,IR
20019,4922,ML-2250,NO,Neck,Full,Available
20020,4922,MU-0400,NO,Elbow,Full,Available
20021,4923,CL-0975,GB,Knee,Limited,Available
20022,4923,DH-4000,GB,Shoulder,,IR
20023,4923,AR-1300,GB,Knee,Full,Available
20024,4923,BB-3700,GB,Knee,Full,Available
20025,4923,ES-1175,GB,Knee,Full,Available
20026,4923,JA-0475,GB,Groin,Full,Available
20027,4923,GA-0250,GB,Hamstring,DNP,Doubtful
20028,4923,JR-3650,GB,Knee,,IR
20029,4923,JW-2675,GB,Back,Limited,Questionable
20030,4923,JG-2900,GB,Knee,Full,Available
20031,4923,JK-2250,GB,Shoulder,,IR
20032,4923,TD-0737,GB,Hamstring,,IR
20033,4923,MW-1800,GB,Ankle,,IR
20034,4923,NP-0130,GB,Ankle,Limited,Questionable
20035,4923,RC-1500,GB,Hamstring,Full,Questionable
20036,4923,KM-3400,GB,Ankle,,IR
20037,4923,MC-0400,NE,Concussion,Limited,Questionable
20038,4923,NG-0600,NE,Illness,DNP,Questionable
20039,4923,RB-4670,NE,Neck,,IR
20040,4923,RA-0850,NE,Left Ankle,Limited,Available
20041,4923,RI-0500,NE,Undisclosed,,IR
20042,4923,RG-2200,NE,Ankle,Limited,Questionable
20043,4923,SM-2625,NE,Knee,Limited,Questionable
20044,4923,SM-0850,NE,Calf,DNP,Out
20045,4923,TB-3250,NE,Ankle,Limited,Questionable
20046,4923,UJ-0100,NE,Foot,,IR
20047,4923,IW-0400,NE,Achilles,,IR
20048,4923,GG-0475,NE,Ankle,Limited,Questionable
20049,4923,JC-0650,NE,Shoulder,Limited,Questionable
20050,4923,JB-3125,NE,Biceps,,IR
20051,4923,JE-0100,NE,Ankle,Limited,Questionable
20052,4923,ER-0475,NE,Groin,,IR
20053,4923,DW-4150,NE,Illness,DNP,Available
20054,4923,JS-3250,NE,Shoulder,Limited,Questionable
20055,4923,JG-2450,NE,Hamstring,Limited,Questionable
20056,4923,JH-4025,NE,Knee,,IR
20057,4923,JH-4850,NE,Hamstring,Limited,Questionable
20058,4923,AD-0212,NE,Hip,,IR
20059,4923,BB-1950,NE,Undisclosed,,IR
20060,4923,BS-1150,NE,Foot,DNP,Out
20061,4923,CP-0750,NE,Neck,Limited,Questionable
20062,4923,CS-0025,NE,Undisclosed,,IR
20063,4923,DD-0712,NE,Hamstring,,IR
20064,4923,DH-2950,NE,Knee,Limited,Questionable
20065,4924,MM-0925,DAL,Toe,,IR
20066,4924,MH-3650,DAL,Undisclosed,,IR
20067,4924,RG-1825,DAL,Knee,DNP,Questionable
20068,4924,NB-0750,DAL,Hamstring,,IR
20069,4924,PE-0185,DAL,Knee,,IR
20070,4924,TA-1050,DAL,Groin,DNP,Out
20071,4924,ZM-0050,DAL,Knee,Limited,Questionable
20072,4924,JT-1650,DAL,Foot,DNP,Out
20073,4924,JS-2825,DAL,Knee - ACL,,IR
20074,4924,GS-1400,DAL,Knee,DNP,Doubtful
20075,4924,DS-3850,DAL,Undisclosed,,IR
20076,4924,CA-1350,DAL,Ankle,Full,Available
20077,4924,BJ-2350,DAL,Not Injury Related,Full,Available
20078,4924,DJ-2350,DAL,Hamstring,,IR
20079,4924,DI-0200,DAL,Ankle,DNP,Out
20080,4924,CG-1450,DAL,Forearm,,IR
20081,4924,CW-3250,DAL,Shoulder - Labrum,,IR
20082,4924,KP-0050,TEN,Undisclosed,,IR
20083,4924,KV-0050,TEN,Elbow,Full,Available
20084,4924,NP-0020,TEN,Leg,,IR
20085,4924,QS-0075,TEN,Shoulder,Full,Available
20086,4924,WC-0300,TEN,Hamstring,Limited,Questionable
20087,4924,TS-2650,TEN,Undisclosed,,IR
20088,4924,DW-0500,TEN,Ankle,,IR
20089,4924,JK-1650,TEN,Ankle,Full,Available
20090,4924,JC-6400,TEN,Knee - ACL,,IR
20091,4924,CD-0975,TEN,Hamstring,Full,Available
20092,4924,DM-3600,TEN,Shoulder,Limited,Out
20093,4924,AB-0525,TEN,Knee,,IR
20094,4925,CM-3400,CAR,Chest,Full,Available
20095,4925,CN-0500,CAR,Right Shoulder,Full,Available
20096,4925,GO-0100,CAR,Foot,Full,Available
20097,4925,EH-1000,CAR,Knee,,IR
20098,4925,ER-0150,CAR,Shoulder,Limited,Questionable
20099,4925,FW-0750,CAR,Knee - ACL,,IR
20100,4925,DS-1400,CAR,Concussion,,IR
20101,4925,DW-3450,CAR,Knee,,IR
20102,4925,DP-0362,CAR,Shoulder,,IR
20103,4925,DM-0650,CAR,Groin,Limited,Questionable
20104,4925,JN-1775,CAR,Toe,,IR
20105,4925,KS-0450,CAR,Shoulder,,IR
20106,4925,RC-1550,CAR,Leg,,IR
20107,4925,MK-0150,CAR,Knee,,IR
20108,4925,MA-0300,CAR,Shoulder,Limited,Questionable
20109,4925,MH-2050,CAR,Illness,DNP,Out
20110,4925,RK-0100,CAR,Ankle,DNP,Questionable
20111,4925,TS-2300,CAR,Knee,DNP,Out
20112,4925,BR-1100,PIT,Finger (left Hand,Full,Available
20113,4925,AB-3500,PIT,Not Injury Related,Full,Available
20114,4925,DM-1475,PIT,Ankle,DNP,Out
20115,4925,JM-3150,PIT,Achilles,,IR
20116,4925,JH-2850,PIT,Quadriceps,,IR
20117,4925,JH-0100,PIT,Not Injury Related,Full,Available
20118,4925,JC-2562,PIT,Foot,,IR
20119,4925,OA-0075,PIT,Hamstring,,IR
20120,4925,NB-0250,PIT,Pectoral,,IR
20121,4925,MP-1900,PIT,Not Injury Related,Full,Available
20122,4925,MG-0500,PIT,Knee,DNP,Out
20123,4925,MG-0912,PIT,Undisclosed,,IR
20124,4925,KK-0350,PIT,Pectoral,,IR
20125,4925,JW-0934,PIT,Knee,Full,Available
20126,4925,TJ-2225,PIT,Shoulder,,IR
20127,4925,RS-3525,PIT,Ankle,Full,Available
20128,4925,RM-0250,PIT,Undisclosed,,IR
20129,4926,ZM-0250,CHI,Knee,,IR
20130,4926,SA-0100,CHI,Pectoral,,IR
20131,4926,TG-0025,CHI,Knee,Full,Available
20132,4926,RF-0050,CHI,Undisclosed,,IR
20133,4926,KL-1350,CHI,Foot,,IR
20134,4926,KM-0050,CHI,Ankle,Full,Available
20135,4926,DS-2170,CHI,Concussion,DNP,Out
20136,4926,EK-0800,CHI,Neck,Full,Available
20137,4926,DH-4050,CHI,Not Injury Related,DNP,Available
20138,4926,BN-0450,CHI,Knee,Limited,Questionable
20139,4926,AS-0775,CHI,Foot,,IR
20140,4926,BB-2712,CHI,Concussion,Full,Available
20141,4926,AT-1250,CHI,Undisclosed,,IR
20142,4926,AR-1250,CHI,Groin,Full,Available
20143,4926,DS-2250,DET,Knee,DNP,Out
20144,4926,EH-0150,DET,Shoulder,Limited,Doubtful
20145,4926,EA-0550,DET,Shoulder,Limited,Questionable
20146,4926,JA-0425,DET,Knee,,IR
20147,4926,JR-1450,DET,Neck,Limited,Questionable
20148,4926,KJ-0587,DET,Ankle,Limited,Questionable
20149,4926,LW-1450,DET,Shoulder,Limited,Questionable
20150,4926,LB-0500,DET,Knee,Full,Available
20151,4926,NB-0125,DET,Knee - ACL,,IR
20152,4926,SL-0937,DET,Knee,,IR
20153,4926,TL-0300,DET,Neck,DNP,Out
20154,4927,AR-0350,CIN,Hamstring,DNP,Doubtful
20155,4927,AG-1500,CIN,Toe,DNP,Out
20156,4927,CB-2000,CIN,Back,Full,Available
20157,4927,BP-1250,CIN,Foot,Full,Available
20158,4927,DH-1412,CIN,Knee,,IR
20159,4927,DD-0950,CIN,Sternoclavicular,DNP,Out
20160,4927,CL-0375,CIN,Knee - ACL,,IR
20161,4927,CC-0775,CIN,Arm,,IR
20162,4927,CU-0150,CIN,Clavicle,Full,Available
20163,4927,GB-0350,CIN,Knee,Limited,Questionable
20164,4927,JM-0812,CIN,Hamstring,DNP,Out
20165,4927,JR-3286,CIN,Groin,Full,Available
20166,4927,RG-1150,CIN,Knee - ACL,,IR
20167,4927,NV-0200,CIN,Knee,DNP,Out
20168,4927,MS-0537,CIN,Knee,,IR
20169,4927,TH-1287,CIN,Knee,,IR
20170,4927,TE-0300,CIN,Ankle,,IR
20171,4927,RT-0275,CIN,Knee,,IR
20172,4927,TK-0850,CIN,Foot,DNP,Out
20173,4927,VB-0350,CIN,Hip,DNP,Out
20174,4927,TL-0825,NO,Knee,,IR
20175,4927,TA-0850,NO,Knee,Full,Available
20176,4927,TD-2450,NO,Arm,,IR
20177,4927,TG-0900,NO,Knee,,IR
20178,4927,RR-0122,NO,Knee,Full,Available
20179,4927,LW-0350,NO,Not Injury Related,Full,Available
20180,4927,MD-0131,NO,Toe,DNP,Out
20181,4927,PR-0400,NO,Ankle,,IR
20182,4927,PW-0850,NO,Hamstring,Full,Available
20183,4927,MH-3300,NO,Neck,,IR
20184,4927,MU-0400,NO,Knee,Full,Available
20185,4927,JL-1250,NO,Ankle,,IR
20186,4927,JB-5775,NO,Arm,,IR
20187,4927,DB-5300,NO,Ankle,Limited,Questionable
20188,4927,CM-2245,NO,Knee,DNP,IR
20189,4927,AP-0450,NO,Hip,Full,Available
20190,4928,MS-0150,ATL,Hip,Full,Available
20191,4928,RA-0650,ATL,Ankle,Full,Available
20192,4928,RA-0675,ATL,Achilles,,IR
20193,4928,MB-4600,ATL,Right Hamstring,DNP,Out
20194,4928,KN-0125,ATL,Knee - ACL,,IR
20195,4928,DS-1450,ATL,Shoulder,Limited,Available
20196,4928,DS-1760,ATL,Groin,Limited,Questionable
20197,4928,DF-1875,ATL,Groin,,IR
20198,4928,DJ-2450,ATL,Foot,,IR
20199,4928,DK-0362,ATL,Ankle,Full,Available
20200,4928,BF-1500,ATL,Ankle,,IR
20201,4928,AL-0700,ATL,Triceps,,IR
20202,4928,AM-0100,ATL,Back,Full,Available
20203,4928,TT-0950,CLE,Abdomen,Limited,Available
20204,4928,TM-2850,CLE,Wrist,,IR
20205,4928,RS-3250,CLE,Neck,,IR
20206,4928,RL-1325,CLE,Neck,,IR
20207,4928,JT-3350,CLE,Ankle,Limited,Questionable
20208,4928,LJ-1275,CLE,Undisclosed,,IR
20209,4928,JS-1025,CLE,Ankle,Limited,Questionable
20210,4928,JL-0215,CLE,Wrist,Full,Available
20211,4928,JC-3550,CLE,Ankle,Full,Available
20212,4928,HW-0300,CLE,Knee,,IR
20213,4928,DR-0450,CLE,Groin,Full,Questionable
20214,4928,DS-0875,CLE,Shoulder,Limited,Questionable
20215,4928,DN-1225,CLE,Knee,Limited,Questionable
20216,4928,DW-3975,CLE,Shoulder,,IR
20217,4928,EG-0050,CLE,Concussion,,IR
20218,4928,DW-0850,CLE,Hip,Limited,Questionable
20219,4928,CH-4550,CLE,Toe,Full,Available
20220,4928,CK-0850,CLE,Hamstring,,IR
20221,4928,DH-1862,CLE,Illness,Full,Questionable
20222,4928,AC-0237,CLE,Ankle,Full,Available
20223,4928,AC-2362,CLE,Foot,Full,Available
20224,4929,TD-0737,GB,Hamstring,,IR
20225,4929,NP-0130,GB,Ankle,Full,Available
20226,4929,RC-1500,GB,Hamstring,Limited,Questionable
20227,4929,MW-1800,GB,Ankle,,IR
20228,4929,MD-0060,GB,Shoulder,Full,Available
20229,4929,KK-0750,GB,Hamstring,DNP,Out
20230,4929,KM-3400,GB,Ankle,,IR
20231,4929,KB-1825,GB,Knee,Full,Available
20232,4929,JR-3650,GB,Knee,,IR
20233,4929,JG-2900,GB,Knee,Full,Available
20234,4929,JK-2250,GB,Shoulder,,IR
20235,4929,GA-0250,GB,Groin,,IR
20236,4929,DH-4000,GB,Shoulder,,IR
20237,4929,BB-3700,GB,Knee,Full,Questionable
20238,4929,BM-0345,GB,Ankle,Limited,Questionable
20239,4929,AR-1300,GB,Knee,Full,Available
20240,4929,AW-1650,MIA,Hip - Labrum,,IR
20241,4929,AD-1175,MIA,Foot,Full,Questionable
20242,4929,CA-0550,MIA,Undisclosed,,IR
20243,4929,CH-1450,MIA,Calf,Limited,Out
20244,4929,CT-0012,MIA,Knee - ACL,,IR
20245,4929,CW-0100,MIA,Not Injury Related,Full,Available
20246,4929,DA-0900,MIA,Not Injury Related,Full,Available
20247,4929,DK-0600,MIA,Triceps,,IR
20248,4929,DP-0350,MIA,Quadricep,Full,Available
20249,4929,JB-5150,MIA,Calf,,IR
20250,4929,FG-0200,MIA,Not Injury Related,Full,Available
20251,4929,JS-3500,MIA,Shoulder,,IR
20252,4929,JJ-0650,MIA,Knee,Limited,Questionable
20253,4929,JD-0850,MIA,Elbow,Full,Available
20254,4929,JG-2950,MIA,Achilles,Limited,Questionable
20255,4929,KA-0750,MIA,Ankle,DNP,Questionable
20256,4929,KD-1462,MIA,Shoulder,Limited,Available
20257,4929,LF-0025,MIA,Wrist,,IR
20258,4929,KS-2350,MIA,Groin,Full,Available
20259,4929,LT-0950,MIA,Knee,Limited,Questionable
20260,4929,MG-1250,MIA,Achilles,,IR
20261,4929,VT-0162,MIA,Foot,,IR
20262,4929,XH-0100,MIA,Ankle,Full,Available
20263,4929,WH-0300,MIA,Knee - ACL,,IR
20264,4929,TS-3650,MIA,Elbow,Full,Available
20265,4929,TL-0400,MIA,Neck,Limited,Doubtful
20266,4929,TM-1750,MIA,Knee,Full,Available
20267,4929,RT-0150,MIA,Right Shoulder,Limited,Out
20268,4929,SA-1150,MIA,Quadricep,Full,Available
20269,4929,RQ-0200,MIA,Ankle,Full,Available
20270,4929,RJ-2000,MIA,Shoulder,Full,Available
20271,4930,RT-1550,IND,Knee - ACL,,IR
20272,4930,RT-1950,IND,Shoulder,Full,Available
20273,4930,RM-0850,IND,Shoulder,,IR
20274,4930,RH-1875,IND,Ankle,DNP,Out
20275,4930,MF-0150,IND,Shoulder,,IR
20276,4930,KT-0950,IND,Neck,DNP,Questionable
20277,4930,JW-0725,IND,Ankle,,IR
20278,4930,JW-1400,IND,Hamstring,,IR
20279,4930,JW-6545,IND,Knee,,IR
20280,4930,MS-2300,IND,Back,,IR
20281,4930,MM-3800,IND,Calf,DNP,Out
20282,4930,MJ-1450,IND,Ankle,,IR
20283,4930,MM-0050,IND,Foot,Full,Available
20284,4930,MH-3250,IND,Hip,Full,Available
20285,4930,RG-1650,IND,Ankle,Full,Questionable
20286,4930,NH-0075,IND,Ankle,Limited,Questionable
20287,4930,JH-0106,IND,Ankle,,IR
20288,4930,HR-0100,IND,Illness,Full,Available
20289,4930,ES-1800,IND,Knee,DNP,Out
20290,4930,DC-0025,IND,Knee - ACL,,IR
20291,4930,DG-1450,IND,Illness,DNP,Questionable
20292,4930,CG-0750,IND,Knee,DNP,Available
20293,4930,BK-0050,IND,Undisclosed,,IR
20294,4930,BS-2450,IND,Hand,Full,Available
20295,4930,BB-2425,JAC,Left Shoulder,Full,Available
20296,4930,AS-0550,JAC,Abdomen,,IR
20297,4930,AB-2250,JAC,Calf,DNP,Out
20298,4930,CG-1950,JAC,Foot,,IR
20299,4930,CT-1600,JAC,Knee,,IR
20300,4930,CR-1162,JAC,Knee - ACL,,IR
20301,4930,DG-1750,JAC,Undisclosed,,IR
20302,4930,DH-2150,JAC,Toe,Full,Available
20303,4930,DG-2925,JAC,Knee,Limited,Questionable
20304,4930,EA-0525,JAC,Calf,DNP,Doubtful
20305,4930,DP-0675,JAC,Knee - MCL,,IR
20306,4930,JM-4175,JAC,Ankle,,IR
20307,4930,JO-0150,JAC,Hip,Limited,Questionable
20308,4930,NP-0100,JAC,Knee - MCL,,IR
20309,4930,QM-0150,JAC,Knee,DNP,Out
20310,4930,MH-3717,JAC,Undisclosed,,IR
20311,4930,ML-0650,JAC,Knee,,IR
20312,4930,JW-1950,JAC,Groin,,IR
20313,4930,KE-0650,JAC,Undisclosed,,IR
20314,4930,LF-0650,JAC,Hamstring,Full,Available
20315,4930,LM-1020,JAC,Hamstring,Limited,Questionable
20316,4930,WR-0437,JAC,Knee,,IR
20317,4930,TS-2050,JAC,Shoulder,Limited,Questionable
20318,4931,AS-0920,ARI,Knee - ACL,,IR
20319,4931,BB-0550,ARI,Foot,Limited,Questionable
20320,4931,CP-1300,ARI,Ankle,Limited,Questionable
20321,4931,CW-2450,ARI,Ankle,DNP,Out
20322,4931,DF-1375,ARI,Knee,,IR
20323,4931,GM-0050,ARI,Achilles,,IR
20324,4931,JC-1750,ARI,Knee - ACL + MCL,,IR
20325,4931,JG-3700,ARI,Back,Full,Questionable
20326,4931,JO-1100,ARI,Knee,,IR
20327,4931,JP-4350,ARI,Hand,Limited,Questionable
20328,4931,JV-0600,ARI,Hamstring,Limited,Questionable
20329,4931,JW-2350,ARI,Neck,,IR
20330,4931,LF-0200,ARI,Not Injury Related,Full,Available
20331,4931,MI-0200,ARI,Back,Limited,Questionable
20332,4931,RN-1275,ARI,Calf,DNP,Out
