player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp,nflid
RS-1600,Reggie,Smith,R.Smith,DB,,73,198,9/13/1986,0,0,0,0,0,0,0.000,0.000,75,Oklahoma,Big 12,2008,INA,INA,0,0,2507477
RS-1700,Richard,Smith,R.Smith,WR,,70,191,7/16/1980,0,0,0,0,0,0,0.000,0.000,0,Arkansas,Southeastern (SEC),2004,INA,INA,0,0,2505838
RS-1800,Rob,Smith,R.Smith,OL,,76,306,3/8/1984,0,0,0,0,0,0,0.000,0.000,0,Tennessee,Southeastern (SEC),2006,INA,INA,0,0,2506682
RS-1900,Robaire,Smith,R.Smith,DL,,76,315,11/15/1977,0,0,0,0,0,0,0.000,0.000,197,Michigan State,Big Ten,2000,INA,INA,0,0,2504194
RS-2000,Robert,Smith,R.Smith,RB,,74,212,3/4/1972,0,0,0,0,0,0,0.000,0.000,21,Ohio State,Big Ten,1993,INA,INA,0,0,2503046
RS-2050,Robert,Smith,R.Smith,DB,,71,215,12/3/1962,4.59,21,31,121,4.41,7.06,0.000,0.000,0,Clemson,Atlantic Coast (ACC),2015,INA,INA,0,0,2553478
RS-2100,Rod,Smith,R.Smith,WR,,72,200,5/15/1970,0,0,0,0,0,0,0.000,0.000,0,Missouri Southern,,1995,INA,INA,0,0,2503048
RS-2125,Rod,Smith,R.Smith,RB,,75,231,1/10/1992,4.64,0,0,0,0,0,0.000,0.000,0,Ohio State,Big Ten,2015,DAL,RB,45,2,2553743
RS-2150,Rodney,Smith,R.Smith,WR,,76,219,3/11/1990,4.43,0,34.5,120,4.07,7.03,34.750,10.250,0,Florida State,Atlantic Coast (ACC),2013,INA,INA,0,0,2539674
RS-2200,Ron,Smith,R.Smith,DL,,75,308,8/18/1978,0,0,0,0,0,0,0.000,0.000,0,Baylor,Big 12,2002,INA,INA,0,0,2504789
RS-2250,Roquan,Smith,R.Smith,LB,,73,236,4/8/1997,4.51,0,33.5,117,0,0,32.000,10.000,8,Georgia,Southeastern (SEC),2018,CHI,LILB,58,1,2560877
RS-2300,Rusty,Smith,R.Smith,QB,,77,226,1/28/1987,0,0,0,0,0,0,0.000,0.000,176,Florida Atlantic,Sun Belt,2010,INA,INA,0,0,1037844
RS-2350,Ryan,Smith,R.Smith,DB,,71,189,9/7/1993,4.45,18,36,122,4.09,6.88,30.500,8.875,108,North Carolina Central,Mid-Eastern Athletic (MEAC),2016,TB,CB,29,2,2555552
RS-2375,Ryan,Smith,R.Smith,TE,,76,265,1/13/1996,4.92,13,28,110,4.39,7.46,0.000,0.000,0,Miami (OH),Mid-American (MAC),2018,INA,INA,0,0,2561480
RS-2400,R.Jay,Soward,R.Soward,WR,,71,178,1/16/1978,4.35,0,35,124,0,0,0.000,0.000,29,USC,Pacific 10,2000,INA,INA,0,0,2504219
RS-2450,Ryan,Spadola,R.Spadola,WR,,73,204,2/15/1991,4.4,15,33.5,119,4.07,6.72,30.750,9.750,0,Lehigh,,2013,INA,INA,0,0,2540268
RS-2475,Robert,Spillane,R.Spillane,LB,,74,220,12/14/1995,4.81,10,32.5,110,4.4,7.13,0.000,0.000,0,Western Michigan,Mid-American (MAC),2018,INA,INA,0,0,2561596
RS-2500,R.J.,Stanford,R.Stanford,DB,,71,184,5/6/1988,0,0,0,0,0,0,0.000,0.000,0,Utah,Mountain West (MWC),2010,INA,INA,0,0,2508065
RS-2600,Ronald,Stanley,R.Stanley,LB,,72,244,3/6/1983,0,0,0,0,0,0,0.000,0.000,0,Michigan State,Big Ten,2006,INA,INA,0,0,2506148
RS-2650,Ronnie,Stanley,R.Stanley,OL,,78,312,3/18/1994,5.18,24,28.5,0,4.69,7.96,35.000,10.125,6,Notre Dame,FBS Independents,2016,BAL,LT,79,1,2555204
RS-2700,Ricky,Stanzi,R.Stanzi,QB,,76,228,9/3/1987,4.87,0,32.5,110,4.43,6.95,32.000,10.000,135,Iowa,Big Ten,2011,INA,INA,0,0,2495233
RS-2800,Randy,Starks,R.Starks,DL,OL,75,305,12/14/1983,5.03,27,29.5,102,0,0,0.000,0.000,71,Maryland,Atlantic Coast (ACC),2004,INA,INA,0,0,2505998
RS-2850,Robert,Steeples,R.Steeples,DB,,73,192,11/27/1989,4.51,15,35.5,123,4.12,6.88,0.000,0.000,0,Memphis,Conference USA (C-USA),2013,INA,INA,0,0,2541524
RS-2900,Reggie,Stephens,R.Stephens,DB,,69,200,2/21/1975,0,0,0,0,0,0,0.000,0.000,0,Rutgers,Big East,1999,INA,INA,0,0,2503130
RS-2950,Reggie,Stephens,R.Stephens,OL,,74,325,8/28/1987,5.38,31,25,98,4.98,7.94,0.000,0.000,228,Iowa State,Big 12,2011,INA,INA,0,0,2508066
RS-3000,Rayna,Stewart,R.Stewart,DB,,70,198,6/18/1973,0,0,0,0,0,0,0.000,0.000,143,Northern Arizona,Big Sky,1996,INA,INA,0,0,2503144
RS-3100,Ryan,Stewart,R.Stewart,DB,,73,207,9/30/1973,0,0,0,0,0,0,0.000,0.000,76,Georgia Tech,Atlantic Coast (ACC),1996,INA,INA,0,0,2503145
RS-3200,Ron,Stone,R.Stone,OL,,77,325,7/20/1971,0,0,0,0,0,0,0.000,0.000,96,Boston College,Big East,1994,INA,INA,0,0,2503161
RS-3250,Rod,Streater,R.Streater,WR,,75,200,2/9/1988,0,0,0,0,0,0,32.125,0.000,0,Temple,Mid-American (MAC),2012,CLE,RES,13,1,2535869
RS-3300,Russell,Stuvaints,R.Stuvaints,DB,,72,210,8/28/1980,0,0,0,0,0,0,0.000,0.000,0,Youngstown State,Missouri Valley,2003,INA,INA,0,0,2505372
RS-3400,Ryan,Succop,R.Succop,K,,75,218,9/19/1986,0,0,0,0,0,0,0.000,0.000,256,South Carolina,Southeastern (SEC),2009,TEN,P,4,2,89802
RS-3450,Rod,Sweeting,R.Sweeting,DB,,71,189,9/28/1990,4.38,11,37,124,0,7.11,0.000,0.000,0,Georgia Tech,Atlantic Coast (ACC),2013,INA,INA,0,0,2539236
RS-3500,Reggie,Swinton,R.Swinton,WR,,72,186,7/24/1975,0,0,0,0,0,0,0.000,0.000,0,Murray State,Ohio Valley,2001,INA,INA,0,0,2503222
RS-3525,Ryan,Switzer,R.Switzer,WR,,68,181,11/4/1994,4.51,11,32,115,4,6.77,28.000,9.250,133,North Carolina,Atlantic Coast (ACC),2017,PIT,LWR,10,2,2557960
RS-3550,Ryan,Swope,R.Swope,WR,,72,205,9/20/1990,4.28,16,37,125,4.25,6.76,31.375,8.500,174,Texas A&M,Southeastern (SEC),2013,INA,INA,0,0,2539323
RS-3600,Rudy,Sylvan,R.Sylvan,TE,,76,272,12/23/1984,0,0,0,0,0,0,0.000,0.000,0,Ohio,Mid-American (MAC),2007,INA,INA,0,0,2507053
RT-0100,Ronald,Talley,R.Talley,DL,,75,286,2/21/1986,0,0,0,0,0,0,0.000,0.000,0,Delaware,Colonial Athletic (CAA),2009,INA,INA,0,0,2507705
RT-0150,Ryan,Tannehill,R.Tannehill,QB,,76,222,7/27/1988,4.65,0,0,0,0,0,32.625,9.000,8,Texas A&M,Big 12,2012,MIA,QB,17,1,2532956
RT-0200,Robert,Tate,R.Tate,DB,,70,188,10/19/1973,0,0,0,0,0,0,0.000,0.000,183,Cincinnati,Conference USA (C-USA),1997,INA,INA,0,0,2503244
RT-0250,Raymon,Taylor,R.Taylor,DB,,69,185,7/24/1992,4.44,15,33.5,116,4.12,6.88,0.000,0.000,0,Michigan,Big Ten,2015,INA,INA,0,0,2554334
RT-0275,Rod,Taylor,R.Taylor,OL,,75,320,10/26/1994,5.24,21,30.5,99,4.83,8,34.250,9.750,252,Mississippi,Southeastern (SEC),2018,CIN,RES,64,3,2560891
RT-0300,Ryan,Taylor,R.Taylor,LB,,74,230,12/11/1976,0,0,0,0,0,0,0.000,0.000,0,Auburn,Southeastern (SEC),2000,INA,INA,0,0,2503267
RT-0400,Ryan,Taylor,R.Taylor,TE,,75,250,11/16/1987,0,0,0,0,0,0,0.000,0.000,218,North Carolina,Atlantic Coast (ACC),2011,INA,INA,0,0,2508137
RT-0450,Randall,Telfer,R.Telfer,TE,,76,250,5/16/1992,4.83,20,0,0,0,0,33.500,9.625,198,USC,Pacific 12,2015,INA,INA,0,0,2552660
RT-0462,Ranthony,Texada,R.Texada,DB,,69,170,5/16/1995,4.5,14,33,115,4.13,6.72,0.000,0.000,0,Texas Christian,Big 12,2018,INA,INA,0,0,2561440
RT-0475,Robenson,Therezie,R.Therezie,DB,,69,212,8/5/1991,4.39,19,34.5,122,4.05,7.03,0.000,0.000,0,Auburn,Southeastern (SEC),2015,INA,INA,0,0,2553607
RT-0500,Randy,Thomas,R.Thomas,OL,,77,306,1/19/1976,5,31,31,107,4.66,7.71,0.000,0.000,57,Mississippi State,Southeastern (SEC),1999,INA,INA,0,0,2503318
RT-0600,Ratcliff,Thomas,R.Thomas,LB,,72,240,1/2/1974,0,0,0,0,0,0,0.000,0.000,0,Maryland,Atlantic Coast (ACC),1998,INA,INA,0,0,2503319
RT-0700,Robert,Thomas,R.Thomas,LB,,73,237,7/17/1980,4.51,21,34,116,4.1,7.21,0.000,0.000,31,UCLA,Pacific 10,2002,INA,INA,0,0,2505032
RT-0800,Robert,Thomas,R.Thomas,RB,,73,270,12/1/1974,0,0,0,0,0,0,0.000,0.000,0,Henderson State,,1998,INA,INA,0,0,2503321
RT-0850,Robert,Thomas,R.Thomas,DL,,73,327,2/18/1991,5.32,37,25.5,96,5.07,8.05,0.000,0.000,0,Arkansas,Southeastern (SEC),2014,BUF,FUT,97,3,2550532
RT-0875,Roc,Thomas,R.Thomas,RB,,70,198,9/2/1995,4.56,16,35.5,125,4.45,7.07,31.625,9.250,0,Jacksonville State,Ohio Valley,2018,MIN,FUT,32,5,2560898
RT-0900,Rodney,Thomas,R.Thomas,RB,,70,210,3/30/1973,0,0,0,0,0,0,0.000,0.000,89,Texas A&M,Southwest,1995,INA,INA,0,0,2503323
RT-1000,Ray,Thompson,R.Thompson,LB,,75,224,11/21/1977,0,0,0,0,0,0,0.000,0.000,41,Tennessee,Southeastern (SEC),2000,INA,INA,0,0,0
RT-1025,Ron,Thompson,R.Thompson,DL,,75,253,8/2/1993,4.78,18,0,106,4.5,7.15,0.000,0.000,0,Syracuse,Atlantic Coast (ACC),2016,INA,INA,0,0,2556400
RT-1050,Ricky,Tjong-A-Tjoe,R.Tjong-A-Tjoe,DL,,75,303,4/4/1990,5.4,19,24.5,86,4.88,7.99,0.000,0.000,0,Boise State,Mountain West (MWC),2014,INA,INA,0,0,2550464
RT-1100,Robbie,Tobeck,R.Tobeck,OL,,76,297,3/6/1970,0,0,0,0,0,0,0.000,0.000,0,Washington State,Pacific 10,1994,INA,INA,0,0,2503367
RT-1200,Reggie,Tongue,R.Tongue,DB,,72,204,4/11/1973,0,0,0,0,0,0,0.000,0.000,58,Oregon State,Pacific 10,1996,INA,INA,0,0,2503376
RT-1250,Robert,Tonyan Jr.,R.Tonyan Jr.,TE,WR,77,236,4/30/1994,4.58,16,35,125,4.34,7.12,0.000,0.000,0,Indiana State,Missouri Valley,2017,GB,TE,85,2,2559270
RT-1300,Ryan,Torain,R.Torain,RB,,72,213,8/10/1986,4.61,21,34,120,0,0,0.000,0.000,139,Arizona State,Pacific 10,2008,INA,INA,0,0,1996
RT-1400,Reggie,Torbor,R.Torbor,DL,LB,74,254,1/25/1981,4.65,16,34,120,4.46,7.48,0.000,0.000,97,Auburn,Southeastern (SEC),2004,INA,INA,0,0,2506003
RT-1500,Rod,Trafford,R.Trafford,TE,,75,250,11/29/1978,0,0,0,0,0,0,0.000,0.000,0,South Carolina,Southeastern (SEC),2004,INA,INA,0,0,2505238
RT-1550,Ross,Travis,R.Travis,TE,,78,225,1/9/1993,0,0,0,0,0,0,0.000,0.000,0,Penn State,Big Ten,2015,IND,RES,48,3,2554630
RT-1600,R-Kal,Truluck,R.Truluck,DL,,76,255,9/30/1974,0,0,0,0,0,0,0.000,0.000,0,Cortland State,,2002,INA,INA,0,0,2503398
RT-1700,Rex,Tucker,R.Tucker,OL,,77,315,12/20/1976,5.23,27,30,106,4.43,7.4,0.000,0.000,66,Texas A&M,Big 12,1999,INA,INA,0,0,2503405
RT-1800,Ross,Tucker,R.Tucker,OL,,76,316,3/2/1979,0,0,0,0,0,0,0.000,0.000,0,Princeton,Ivy League,2001,INA,INA,0,0,2504356
RT-1900,Ryan,Tucker,R.Tucker,OL,,78,325,6/12/1975,0,0,0,0,0,0,0.000,0.000,112,Texas Christian,Western Athletic,1997,INA,INA,0,0,2503406
RT-1950,Robert,Turbin,R.Turbin,RB,,70,222,12/2/1989,4.42,28,36,122,4.31,7.16,31.000,9.750,106,Utah State,Western Athletic,2012,INA,INA,0,0,2533460
RT-2000,Robert,Turner,R.Turner,OL,,76,308,8/20/1984,0,0,0,0,0,0,0.000,0.000,0,New Mexico,Mountain West (MWC),2007,INA,INA,0,0,2507304
RT-2100,Rich,Tylski,R.Tylski,OL,,76,305,2/27/1971,0,0,0,0,0,0,0.000,0.000,0,Utah State,Big West,1996,INA,INA,0,0,2503433
RU-0100,Regan,Upshaw,R.Upshaw,DL,,76,265,8/12/1975,0,0,0,0,0,0,0.000,0.000,12,California,Pacific 10,1996,INA,INA,0,0,2503442
RV-0100,Raymond,Ventrone,R.Ventrone,DB,,70,200,10/21/1982,0,0,0,0,0,0,0.000,0.000,0,Villanova,Atlantic 10,2007,INA,INA,0,0,2506291
RV-0150,Ross,Ventrone,R.Ventrone,DB,,68,190,9/27/1986,4.5,23,35.5,117,4.27,6.78,0.000,0.000,0,Villanova,Colonial Athletic (CAA),2010,INA,INA,0,0,2507836
RV-0200,Ross,Verba,R.Verba,OL,,76,308,10/31/1973,0,0,0,0,0,0,0.000,0.000,30,Iowa,Big Ten,1997,INA,INA,0,0,2503463
RV-0300,Ray,Vinopal,R.Vinopal,DB,,70,200,11/5/1991,4.6,26,35,121,4.19,7.13,0.000,0.000,0,Pittsburgh,Atlantic Coast (ACC),2015,INA,INA,0,0,2553782
RW-0100,Reggie,Waddell,R.Waddell,DB,,72,185,11/14/1977,0,0,0,0,0,0,0.000,0.000,0,Western Illinois,Missouri Valley,2001,INA,INA,0,0,2504518
RW-0150,Ricky,Wagner,R.Wagner,OL,,78,308,10/21/1989,5.15,20,31.5,101,4.91,7.94,34.000,9.875,168,Wisconsin,Big Ten,2013,DET,RT,71,1,2539340
RW-0200,Ramon,Walker,R.Walker,DB,,72,197,11/8/1979,0,0,0,0,0,0,0.000,0.000,153,Pittsburgh,Big East,2002,INA,INA,0,0,2505135
RW-0300,Reggie,Walker,R.Walker,LB,,72,244,12/15/1986,0,0,0,0,0,0,0.000,0.000,0,Kansas State,Big 12,2009,INA,INA,0,0,2507675
RW-0400,Rod,Walker,R.Walker,DL,,75,320,2/4/1976,0,0,0,0,0,0,0.000,0.000,0,Troy,Southland,2001,INA,INA,0,0,2503511
RW-0500,Rian,Wallace,R.Wallace,LB,,75,243,5/24/1982,4.68,10,35.5,0,3.97,7.46,0.000,0.000,166,Temple,Big East,2005,INA,INA,0,0,2506501
RW-0600,Roberto,Wallace,R.Wallace,WR,,76,225,5/10/1986,0,0,0,0,0,0,0.000,0.000,0,San Diego State,Mountain West (MWC),2010,INA,INA,0,0,2507903
RW-0700,Raymond,Walls,R.Walls,DB,,70,188,7/24/1979,4.51,0,39,124,4.18,0,0.000,0.000,152,Southern Mississippi,Conference USA (C-USA),2001,INA,INA,0,0,2504582
RW-0800,Ron,Warner,R.Warner,DL,,75,270,9/26/1975,0,0,0,0,0,0,0.000,0.000,239,Kansas,Big 12,1998,INA,INA,0,0,2503541
RW-0900,Rashad,Washington,R.Washington,DB,,75,217,3/15/1980,4.61,14,34,116,4.08,7.08,0.000,0.000,236,Kansas State,Big 12,2004,INA,INA,0,0,2505884
RW-0950,Rokevious,Watkins,R.Watkins,OL,,76,338,2/24/1989,5.29,0,27,102,4.9,7.87,34.625,10.000,150,South Carolina,Southeastern (SEC),2012,INA,INA,0,0,2532969
RW-1000,Ricky,Watters,R.Watters,RB,,73,217,4/7/1969,0,0,0,0,0,0,0.000,0.000,45,Notre Dame,FBS Independents,1992,INA,INA,0,0,2503567
RW-1100,Reggie,Wayne,R.Wayne,WR,,72,198,11/17/1978,4.45,0,36,0,0,0,0.000,0.000,30,Miami (FL),Big East,2001,INA,INA,0,0,2504747
RW-1150,Ross,Weaver,R.Weaver,DB,,73,203,1/9/1987,0,0,0,0,0,0,0.000,0.000,0,Michigan State,Big Ten,2010,INA,INA,0,0,2507904
RW-1170,R.J.,Webb,R.Webb,WR,,74,201,8/24/1987,4.5,16,40,125,4,6.88,0.000,0.000,0,Furman,Southern,2013,INA,INA,0,0,2542044
RW-1185,Ralph,Webb,R.Webb,RB,,70,202,11/21/1994,4.53,27,36,122,4.15,7.13,0.000,0.000,0,Vanderbilt,Southeastern (SEC),2018,PIT,FUT,40,4,2561419
RW-1200,Richmond,Webb,R.Webb,OL,,78,325,1/11/1967,0,0,0,0,0,0,0.000,0.000,9,Texas A&M,Southwest,1990,INA,INA,0,0,2503579
RW-1300,Raymond,Webber,R.Webber,WR,,74,218,6/1/1989,0,0,0,0,0,0,0.000,0.000,0,Arkansas-Pine Bluff,Southwestern Athletic (SWAC),2011,INA,INA,0,0,2530552
RW-1400,Ray,Wells,R.Wells,LB,,73,234,8/20/1980,0,0,0,0,0,0,0.000,0.000,0,Arizona,Pacific 10,2003,INA,INA,0,0,2505348
RW-1500,Reggie,Wells,R.Wells,OL,,76,320,11/3/1980,5.16,23,29,104,4.56,8.35,0.000,0.000,177,Clarion,,2003,INA,INA,0,0,2505439
RW-1600,Ryan,Wendell,R.Wendell,OL,,74,290,3/4/1986,0,0,0,0,0,0,0.000,0.000,0,Fresno State,Western Athletic,2008,INA,INA,0,0,2507341
RW-1700,Ryan,Wetnight,R.Wetnight,TE,,74,235,11/5/1970,0,0,0,0,0,0,0.000,0.000,0,Stanford,Pacific 10,1993,INA,INA,0,0,2503603
RW-1800,Ryan,Whalen,R.Whalen,WR,,73,202,7/26/1989,4.53,18,38.5,123,4.09,6.67,30.000,9.000,167,Stanford,Pacific 10,2011,INA,INA,0,0,2495245
RW-1850,Robert,Wheelwright,R.Wheelwright,WR,,74,207,12/14/1994,4.6,15,38,128,4.14,6.68,0.000,0.000,0,Wisconsin,Big Ten,2017,INA,INA,0,0,2559311
RW-1900,Ronyell,Whitaker,R.Whitaker,DB,,69,196,3/19/1979,0,0,0,0,0,0,0.000,0.000,0,Virginia Tech,Big East,2003,INA,INA,0,0,2505385
RW-2000,Reggie,White,R.White,DL,,77,291,12/19/1961,0,0,0,0,0,0,0.000,0.000,4,Tennessee,Southeastern (SEC),1985,INA,INA,0,0,2503622
RW-2100,Reggie,White,R.White,RB,,71,225,7/11/1979,4.58,17,37.5,0,4.4,7.48,0.000,0.000,0,Oklahoma State,Big 12,2001,INA,INA,0,0,2504482
RW-2200,Roddy,White,R.White,WR,,73,208,11/2/1981,0,0,0,0,0,0,31.625,9.625,27,Alabama-Birmingham,Conference USA (C-USA),2005,INA,INA,0,0,2506366
RW-2250,Ryan,White,R.White,DB,,70,197,1/22/1992,4.51,13,34,125,4.3,7.05,0.000,0.000,0,Auburn,Southeastern (SEC),2014,INA,INA,0,0,2550269
RW-2300,Randal,Williams,R.Williams,WR,,75,220,5/21/1978,0,0,0,0,0,0,0.000,0.000,0,New Hampshire,Atlantic 10,2001,INA,INA,0,0,2504394
RW-2400,Reggie,Williams,R.Williams,WR,,76,225,5/17/1983,0,0,0,0,0,0,0.000,0.000,9,Washington,Pacific 10,2004,INA,INA,0,0,2506078
RW-2500,Renauld,Williams,R.Williams,LB,,72,228,2/23/1981,0,0,0,0,0,0,0.000,0.000,0,Hofstra,,2004,INA,INA,0,0,2505723
RW-2600,Ricky,Williams,R.Williams,RB,,70,226,5/21/1977,4.56,0,37,124,0,0,0.000,0.000,5,Texas,Big 12,1999,INA,INA,0,0,2503715
RW-2700,Ricky,Williams,R.Williams,RB,,67,195,8/29/1978,4.47,19,32.5,110,0,0,0.000,0.000,0,Texas Tech,Big 12,2002,INA,INA,0,0,2504854
RW-2800,Rodney,Williams,R.Williams,K,,72,178,4/25/1977,0,0,0,0,0,0,0.000,0.000,252,Georgia Tech,Atlantic Coast (ACC),2001,INA,INA,0,0,2503720
RW-2900,Roland,Williams,R.Williams,TE,,77,265,4/27/1975,0,0,0,0,0,0,0.000,0.000,98,Syracuse,Big East,1998,INA,INA,0,0,2503721
RW-3000,Roosevelt,Williams,R.Williams,DB,,72,196,9/10/1978,4.63,23,38,123,0,0,0.000,0.000,72,Tuskegee,,2002,INA,INA,0,0,0
RW-3100,Roy,Williams,R.Williams,DB,,72,235,8/14/1980,4.53,13,30.5,115,0,0,0.000,0.000,8,Oklahoma,Big 12,2002,INA,INA,0,0,2505013
RW-3200,Roy,Williams,R.Williams,WR,,76,210,12/20/1981,0,0,0,0,0,0,0.000,0.000,7,Texas,Big 12,2004,INA,INA,0,0,2506096
RW-3300,Roydell,Williams,R.Williams,WR,,73,192,3/14/1981,0,0,0,0,0,0,0.000,0.000,136,Tulane,Conference USA (C-USA),2005,INA,INA,0,0,2506473
RW-3400,Ryan,Williams,R.Williams,RB,,69,207,4/9/1990,4.59,19,40,123,4.18,6.96,30.625,9.000,38,Virginia Tech,Atlantic Coast (ACC),2011,INA,INA,0,0,2495474
RW-3500,Ray,Willis,R.Willis,OL,,74,327,8/13/1982,5.4,27,0,0,0,0,0.000,0.000,105,Florida State,Atlantic Coast (ACC),2005,INA,INA,0,0,2506443
RW-3550,Ramik,Wilson,R.Wilson,LB,,74,237,8/19/1992,4.66,23,35,111,4.51,7.39,33.000,10.625,118,Georgia,Southeastern (SEC),2015,LA,ILB,52,2,2552320
RW-3600,Reinard,Wilson,R.Wilson,LB,DL,74,270,12/17/1973,0,0,0,0,0,0,0.000,0.000,14,Florida State,Atlantic Coast (ACC),1997,INA,INA,0,0,2503756
RW-3700,Robert,Wilson,R.Wilson,WR,,71,176,6/23/1974,0,0,0,0,0,0,0.000,0.000,0,Florida A&M,Mid-Eastern Athletic (MEAC),1998,INA,INA,0,0,2503757
RW-3800,Rod,Wilson,R.Wilson,LB,,74,217,11/12/1981,0,0,0,0,0,0,0.000,0.000,220,South Carolina,Southeastern (SEC),2006,INA,INA,0,0,2506552
RW-3850,Russell,Wilson,R.Wilson,QB,,71,206,11/29/1988,4.53,0,34,118,4.09,6.97,31.000,10.250,75,Wisconsin,Big Ten,2012,SEA,QB,3,1,2532975
RW-3900,Rod,Windsor,R.Windsor,WR,,74,205,4/24/1985,0,0,0,0,0,0,0.000,0.000,0,Western New Mexico,,2011,INA,INA,0,0,2529186
RW-3950,Ronnie,Wingo,R.Wingo,RB,,75,231,2/18/1991,4.48,18,33,117,4.53,7.47,32.375,9.500,0,Arkansas,Southeastern (SEC),2013,INA,INA,0,0,2541534
RW-3975,Ryan,Winslow,R.Winslow,K,,77,217,4/30/1994,4.96,0,0,0,0,0,0.000,0.000,0,Pittsburgh,Atlantic Coast (ACC),2018,INA,INA,0,0,2560941
RW-4000,Rashaun,Woods,R.Woods,WR,,74,202,10/17/1980,4.47,0,39,125,4.05,6.93,0.000,0.000,31,Oklahoma State,Big 12,2004,INA,INA,0,0,2506081
RW-4050,Robert,Woods,R.Woods,WR,,72,201,4/10/1992,4.42,14,33.5,117,4.47,7.15,31.000,9.250,41,USC,Pacific 12,2013,LA,RWR,17,1,2540169
RW-4100,Rod,Woodson,R.Woodson,DB,,71,205,3/10/1965,0,0,0,0,0,0,0.000,0.000,10,Purdue,Big Ten,1987,INA,INA,0,0,2503799
RW-4200,Rodrique,Wright,R.Wright,DL,,77,310,7/31/1984,5.08,31,32,110,4.52,7.85,0.000,0.000,226,Texas,Big 12,2007,INA,INA,0,0,2506985
RW-4300,Renaldo,Wynn,R.Wynn,DL,,75,292,9/3/1974,0,0,0,0,0,0,0.000,0.000,21,Notre Dame,FBS Independents,1997,INA,INA,0,0,2503828
RY-0100,Ryan,Young,R.Young,OL,,77,320,6/28/1976,5.57,20,0,0,0,0,0.000,0.000,223,Kansas State,Big 12,1999,INA,INA,0,0,2503842
RY-0200,Ryan,Yurachek,R.Yurachek,RB,,73,235,8/27/1996,4.81,18,32.5,113,4.44,7.34,0.000,0.000,0,Marshall,Conference USA (C-USA),2018,OAK,FUT,44,5,2561599
RZ-0100,Ronald,Zamort,R.Zamort,DB,,70,173,11/10/1991,4.45,6,33.5,125,4.2,7.03,0.000,0.000,0,Western Michigan,Mid-American (MAC),2016,NYG,FUT,43,5,2556455
SA-0100,Sam,Acho,S.Acho,LB,,74,257,9/6/1988,4.67,23,33.5,112,4.32,6.69,33.500,9.750,103,Texas,Big 12,2011,CHI,RES,93,3,2495101
SA-0200,Sam,Adams,S.Adams,DL,,75,295,6/13/1973,0,0,0,0,0,0,0.000,0.000,8,Texas A&M,Southwest,1994,INA,INA,0,0,2499357
SA-0300,Spencer,Adkins,S.Adkins,LB,,71,246,5/16/1987,0,0,0,0,0,0,0.000,0.000,176,Miami (FL),Atlantic Coast (ACC),2009,INA,INA,0,0,238455
SA-0350,Shahbaz,Ahmed,S.Ahmed,OL,,75,303,6/14/1994,5.33,26,25,105,4.87,7.87,0.000,0.000,0,Temple,American Athletic,2016,INA,INA,0,0,2556719
SA-0400,Sam,Aiken,S.Aiken,WR,,74,204,12/14/1980,4.59,0,39.5,121,0,7.22,0.000,0.000,127,North Carolina,Atlantic Coast (ACC),2003,INA,INA,0,0,2505442
SA-0500,Seyi,Ajirotutu,S.Ajirotutu,WR,,75,204,6/12/1987,4.6,14,36,115,4.39,7.22,32.625,9.375,0,Fresno State,Western Athletic,2010,INA,INA,0,0,497260
SA-0600,Shaun,Alexander,S.Alexander,RB,,71,225,8/30/1977,0,0,0,0,0,0,0.000,0.000,19,Alabama,Southeastern (SEC),2000,INA,INA,0,0,2504258
SA-0700,Stephen,Alexander,S.Alexander,TE,,76,246,11/7/1975,0,0,0,0,0,0,0.000,0.000,48,Oklahoma,Big 12,1998,INA,INA,0,0,2499391
SA-0800,Scotty,Anderson,S.Anderson,WR,,74,191,11/24/1979,4.57,0,34.5,115,0,0,0.000,0.000,148,Grambling State,Southwestern Athletic (SWAC),2001,INA,INA,0,0,2504624
SA-0850,Stephen,Anderson,S.Anderson,TE,,74,215,1/30/1993,4.64,16,38,119,4.13,6.95,0.000,0.000,0,California,Pacific 12,2016,NE,TE,89,3,2556463
SA-0900,Shawn,Andrews,S.Andrews,OL,,76,340,12/25/1982,5.49,27,25,98,4.93,8.26,0.000,0.000,16,Arkansas,Southeastern (SEC),2004,INA,INA,0,0,2505974
SA-1000,Stacy,Andrews,S.Andrews,OL,,79,342,6/2/1981,5.07,34,30.5,106,4.81,8.11,0.000,0.000,123,Mississippi,Southeastern (SEC),2004,INA,INA,0,0,2506059
SA-1100,Shane,Andrus,S.Andrus,K,,71,214,10/2/1980,0,0,0,0,0,0,0.000,0.000,0,Western Kentucky,FCS Independents,2009,INA,INA,0,0,2506601
SA-1150,Stephone,Anthony,S.Anthony,LB,,75,243,7/28/1992,4.53,23,37,122,4.03,7.07,32.500,10.375,31,Clemson,Atlantic Coast (ACC),2015,MIA,WLB,44,2,2552321
SA-1200,Stanley,Arnoux,S.Arnoux,LB,,73,240,9/9/1986,4.56,19,31.5,121,4.39,7.22,0.000,0.000,118,Wake Forest,Atlantic Coast (ACC),2010,INA,INA,0,0,79838
SB-0035,Sherman,Badie,S.Badie,RB,,70,192,1/3/1995,4.4,15,33,129,4.23,7.25,0.000,0.000,0,Tulane,American Athletic,2018,INA,INA,0,0,2561619
